//////////// EXTRASUNNY_LA
//Amb		Amb_Obj		Dir			Sky top		Sky bot		SunCore		SunCorona		SunSz		SprSz		SprBght	Shdw		LightShd	PoleShd	FarClp	FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1			Alpha2	RGB2			CloudAlpha
//Midnight
//5AM
 5 5 5 160 171 202 255 255 255 53 48 41 64 54 49 10 10 0 10 0 0 1.00 1.00 0.10 200 100 0 700.00 -22.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//6AM
 50 50 50 163 187 192 255 255 255 80 80 80 80 90 95 0 0 0 0 0 0 1.10 0.90 0.10 200 100 0 700.00 90.00 0.80 100 34 25 23 28 30 77 77 88 240 255 63 80 80 255 122 122 90 255 255 0
//7AM
 22 22 22 190 176 169 255 255 255 125 145 151 125 145 151 0 0 0 0 0 0 0.00 0.70 0.10 80 50 0 700.00 -22.00 0.50 128 128 128 92 116 125 77 77 88 240 255 124 124 124 255 45 28 12 255 255 0
//Midday
 22 22 22 190 176 169 255 255 255 125 145 151 125 145 151 10 10 0 10 0 0 1.10 0.50 0.10 80 0 120 700.00 -22.00 0.30 128 128 128 92 116 123 125 125 125 240 255 80 80 80 255 122 122 122 255 255 0
//7PM
 22 22 22 190 176 169 255 255 255 125 145 151 125 145 151 0 0 0 0 0 0 1.10 1.00 0.10 80 0 0 700.00 -22.00 0.80 128 128 128 92 116 123 123 128 134 240 255 44 44 44 255 122 122 122 255 255 0
//8PM
 5 5 5 190 176 169 255 255 255 34 56 62 62 72 75 0 0 0 0 0 0 0.00 1.00 0.10 80 50 0 700.00 -22.00 1.00 120 120 120 46 58 61 122 126 134 240 255 90 90 90 255 90 122 122 255 255 0
//10PM
 5 5 5 222 200 200 255 255 255 53 48 41 64 54 49 10 10 0 10 0 0 1.00 1.00 0.40 200 100 0 700.00 111.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//
//////////// SUNNY_SF
//Amb		Amb_Obj		Dir			Sky top		Sky bot		SunCore		SunCorona		SunSz		SprSz		SprBght	Shdw		LightShd	PoleShd	FarClp	FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1			Alpha2	RGB2			CloudAlpha
//Midnight
 5 5 5 220 212 130 255 255 255 11 16 22 31 41 51 255 128 0 5 0 0 1.00 1.00 0.30 200 100 0 1150.00 -100.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//5AM
 5 5 5 194 194 142 255 255 255 11 16 22 31 41 51 255 128 0 255 128 0 0.00 1.00 0.20 150 100 0 1150.00 -100.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//6AM
 100 100 100 210 194 182 255 255 255 90 205 255 200 144 85 255 128 0 255 128 0 6.20 7.50 0.30 140 93 0 1150.00 -100.00 0.80 120 80 40 100 100 100 90 170 170 240 255 86 86 86 255 149 94 0 255 255 0
//7AM
 40 40 30 255 255 255 255 255 255 68 117 210 36 117 199 255 255 255 255 255 255 2.10 2.00 0.30 255 255 255 1150.00 -100.00 0.50 200 200 200 200 200 200 145 170 170 240 255 133 106 70 255 96 61 15 255 255 0
//Midday
 40 40 40 255 255 255 255 255 255 68 117 210 36 117 199 255 255 255 255 255 255 2.10 2.00 0.00 255 255 255 1150.00 -100.00 0.00 200 200 200 200 200 200 90 170 170 240 255 66 66 48 255 128 128 128 255 255 0
//7PM
 40 40 30 255 255 255 255 255 255 68 117 210 128 124 113 50 10 0 255 128 0 1.10 2.10 2.00 255 255 255 1150.00 -100.00 0.80 200 200 200 200 200 200 50 97 97 240 255 124 124 107 255 87 78 69 255 255 0
//8PM
 20 20 20 210 194 182 255 255 255 106 113 129 235 190 159 255 128 0 255 128 0 2.00 1.00 0.40 100 60 0 1150.00 -100.00 1.00 120 80 40 100 100 100 67 67 67 240 255 81 85 40 255 66 27 0 255 255 0
//10PM
 5 5 5 220 212 130 255 255 255 21 21 22 31 41 51 255 128 0 5 0 0 1.00 1.00 0.30 200 100 0 1150.00 -100.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//
//////////// EXTRASUNNY_SF
//Amb		Amb_Obj		Dir			Sky top		Sky bot		SunCore		SunCorona		SunSz		SprSz		SprBght	Shdw		LightShd	PoleShd	FarClp	FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1			Alpha2	RGB2			CloudAlpha
//Midnight
 5 5 5 220 212 130 255 255 255 25 23 92 25 23 92 255 128 0 5 0 0 1.00 1.00 0.30 200 100 0 1150.00 -100.00 1.00 30 20 0 3 3 3 5 5 10 240 255 0 0 0 255 0 0 0 0 0 0
//5AM
 5 5 5 194 194 142 255 255 255 25 23 92 25 23 92 255 128 0 255 128 0 0.00 1.00 0.20 150 100 0 1150.00 -100.00 1.00 35 9 10 27 30 36 5 5 10 240 255 0 0 0 255 0 0 0 0 0 0
//6AM
 100 100 100 210 194 182 255 255 255 90 205 255 200 144 85 255 128 0 255 128 0 6.20 7.50 0.30 140 93 0 1150.00 -100.00 0.80 100 34 25 120 92 88 90 170 170 240 255 86 86 86 255 149 94 0 0 0 0
//7AM
 40 40 30 255 255 255 255 255 255 68 117 210 36 117 199 255 255 255 255 255 255 2.10 2.00 0.30 255 255 255 1150.00 -100.00 0.50 120 40 40 159 142 106 145 170 170 240 255 133 106 70 255 96 61 15 0 0 0
//Midday
 40 40 40 255 255 255 255 255 255 68 117 210 36 117 199 255 255 255 255 255 255 2.10 2.00 0.00 255 255 255 1150.00 -100.00 0.00 44 34 23 145 164 183 90 170 170 240 255 66 66 48 255 128 128 128 0 0 0
//7PM
 40 40 30 255 255 255 255 255 255 68 117 210 128 124 113 50 10 0 255 128 0 2.10 2.00 0.30 255 255 255 1150.00 -100.00 0.80 120 40 40 200 123 96 50 97 97 240 255 124 124 107 255 87 78 69 0 0 0
//8PM
 20 20 20 210 194 182 255 255 255 62 80 94 171 127 62 255 128 0 255 128 0 2.00 1.00 0.40 100 60 0 1150.00 -100.00 1.00 120 40 40 72 107 159 67 67 67 240 255 81 85 40 255 66 27 0 0 0 0
//10PM
 5 5 5 220 212 130 255 255 255 25 23 92 25 23 92 255 128 0 5 0 0 1.00 1.00 0.30 200 100 0 1150.00 -100.00 1.00 30 20 0 3 3 3 5 5 10 240 255 0 0 0 255 0 0 0 0 0 0
//
//////////// CLOUDY_SF
//Amb		Amb_Obj		Dir			Sky top		Sky bot		SunCore		SunCorona		SunSz		SprSz		SprBght	Shdw		LightShd	PoleShd	FarClp	FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1			Alpha2	RGB2			CloudAlpha
//Midnight
 5 5 5 157 176 208 255 255 255 50 50 50 50 50 50 10 10 0 10 0 0 1.00 1.00 0.20 200 100 0 1000.00 79.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//5AM
 5 5 5 	160 171 202 	255 255 255 	50 50 50 		50 50 50 		10 10 0 		10 0 0 		1.00 		1.00 		0.10 		200 		100 		0 		1150.00 	-22.00 	1.00 			10 10 10 			10 10 10 			5 5 10 240 		255 		0 0 0 		255 		0 0 0 		255 255 0
//6AM
 50 50 50 163 187 192 255 255 255 50 50 50 50 60 65 0 0 0 0 0 0 1.10 0.90 0.10 200 100 0 1000.00 90.00 0.80 100 34 25 23 28 30 77 77 88 240 255 63 80 80 255 122 122 90 255 255 0
//7AM
 22 22 22 190 176 169 255 255 255 125 145 151 125 145 151 0 0 0 0 0 0 0.00 0.70 0.10 80 50 0 1000.00 -22.00 0.50 128 128 128 92 116 125 77 77 88 240 255 124 124 124 255 45 28 12 255 255 0
//Midday
 22 22 22 190 176 169 255 255 255 125 145 151 125 145 151 10 10 0 10 0 0 1.10 0.50 0.10 80 0 120 1000.00 -22.00 0.30 128 128 128 92 116 123 125 125 125 240 255 80 80 80 255 122 122 122 255 255 0
//7PM
 22 22 22 190 176 169 255 255 255 125 145 151 125 145 151 0 0 0 0 0 0 1.10 1.00 0.10 80 0 0 1000.00 -22.00 0.80 128 128 128 92 116 123 123 128 134 240 255 44 44 44 255 122 122 122 255 255 0
//8PM
 5 5 5 190 176 169 255 255 255 24 36 42 42 52 55 0 0 0 0 0 0 0.00 1.00 0.10 80 50 0 1000.00 -22.00 1.00 120 120 120 46 58 61 122 126 134 240 255 90 90 90 255 90 122 122 255 255 0
//10PM
 5 5 5 222 200 200 255 255 255 50 50 50 50 50 50 10 10 0 10 0 0 1.00 1.00 0.40 200 100 0 1000.00 111.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//
//////////// RAINY_SF
//Amb		Amb_Obj		Dir			Sky top		Sky bot		SunCore		SunCorona		SunSz		SprSz		SprBght	Shdw		LightShd	PoleShd	FarClp	FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1			Alpha2	RGB2			CloudAlpha
//Midnight
 5 5 5 157 176 208 255 255 255 3 3 3 3 3 3 10 10 0 10 0 0 1.00 1.00 0.20 200 100 0 400.00 -100.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//5AM
 5 5 5 160 171 202 255 255 255 8 8 8 8 8 8 10 10 0 10 0 0 1.00 1.00 0.10 200 100 0 400.00 -100.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//6AM
 50 50 50 163 187 192 255 255 255 50 50 50 50 60 65 0 0 0 0 0 0 1.10 0.90 0.10 200 100 0 400.00 -100.00 0.80 100 34 25 23 28 30 77 77 88 240 255 63 80 80 255 122 122 90 255 255 0
//7AM
 22 22 22 190 176 169 255 255 255 100 110 115 100 110 115 0 0 0 0 0 0 0.00 0.70 0.10 80 50 0 400.00 -100.00 0.50 128 128 128 92 116 125 77 77 88 240 255 124 124 124 255 45 28 12 255 255 0
//Midday
 22 22 22 190 176 169 255 255 255 100 110 115 100 110 115 10 10 0 10 0 0 1.10 0.50 0.10 80 0 120 400.00 -100.00 0.30 128 128 128 92 116 123 125 125 125 240 255 80 80 80 255 122 122 122 255 255 0
//7PM
 22 22 22 190 176 169 255 255 255 100 110 115 100 110 115 0 0 0 0 0 0 1.10 1.00 0.10 80 0 0 400.00 -100.00 0.80 128 128 128 92 116 123 123 128 134 240 255 44 44 44 255 122 122 122 255 255 0
//8PM
 5 5 5 190 176 169 255 255 255 24 36 42 42 52 55 0 0 0 0 0 0 0.00 1.00 0.10 80 50 0 400.00 -100.00 1.00 120 120 120 46 58 61 122 126 134 240 255 90 90 90 255 90 122 122 255 255 0
//10PM
 5 5 5 222 200 200 255 255 255 7 7 7 7 7 7 10 10 0 10 0 0 1.00 1.00 0.40 200 100 0 400.00 -100.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//
//////////// FOGGY_SF
//Amb			Amb_Obj	Dir			Sky top		Sky bot		SunCore		SunCorona		SunSz		SprSz		SprBght	Shdw		LightShd	PoleShd	FarClp	FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1			Alpha2	RGB2			CloudAlpha
//Midnight
 5 5 5 141 141 141 255 255 255 4 4 4 4 4 4 10 10 0 10 0 0 1.00 1.00 0.70 60 50 0 150.00 -200.00 1.00 30 20 0 0 0 0 120 120 125 240 255 124 124 124 255 30 30 32 0 120 0
//5AM
 5 5 5 210 141 141 255 255 255 4 4 4 4 4 4 10 10 0 10 0 0 0.00 1.00 0.70 60 50 0 150.00 -200.00 1.00 70 27 10 0 0 0 120 120 125 240 255 124 124 124 255 30 30 32 0 120 0
//6AM
 5 5 5 141 141 141 255 255 255 32 38 38 32 38 38 0 10 0 10 0 0 1.10 0.90 0.70 60 50 0 150.00 -200.00 0.80 100 34 25 0 0 0 128 128 125 240 255 124 124 124 255 30 30 32 0 120 0
//7AM
 0 0 0 141 141 141 255 255 255 45 57 57 46 56 56 10 10 0 10 0 0 1.10 0.70 0.70 60 50 0 150.00 -200.00 0.60 120 40 40 0 0 0 128 128 125 240 255 124 124 124 255 30 30 32 0 120 0
//Midday
 13 13 13 141 141 141 255 255 255 146 155 155 127 144 144 10 10 0 10 0 0 1.10 0.50 0.30 60 50 60 250.00 -30.00 0.30 120 100 100 0 0 0 128 128 128 240 255 124 124 124 255 30 30 32 0 120 0
//7PM
 13 13 13 141 141 141 255 255 255 119 119 125 119 119 125 10 10 0 10 0 0 1.10 1.00 0.30 60 50 0 150.00 -70.00 0.80 120 40 40 0 0 0 123 123 124 240 255 124 124 124 255 30 30 32 0 111 0
//8PM
 5 5 5 141 141 141 255 255 255 49 49 49 49 49 49 10 10 0 10 0 0 2.00 1.00 1.00 60 50 0 150.00 -200.00 1.00 120 40 40 0 0 0 122 121 124 240 255 124 124 124 255 30 30 32 0 120 0
//10PM
 5 5 5 141 141 141 255 255 255 6 6 6 6 6 6 10 10 0 10 0 0 1.00 1.00 0.70 60 50 0 150.00 -200.00 1.00 70 27 10 0 0 0 123 124 120 240 255 124 124 124 255 30 30 32 0 120 0
//
//////////// SUNNY_VEGAS
//Amb		Amb_Obj		Dir			Sky top		Sky bot		SunCore		SunCorona		SunSz		SprSz		SprBght	Shdw		LightShd	PoleShd	FarClp	FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1			Alpha2	RGB2			CloudAlpha
//Midnight
 5 5 5 220 212 130 255 255 255 3 4 5 5 0 15 255 128 0 5 0 0 1.00 1.00 0.30 200 100 0 500.00 100.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//5AM
 5 5 5 194 194 142 255 255 255 3 4 5 5 0 15 255 128 0 255 128 0 0.00 1.00 0.20 150 100 0 500.00 100.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//6AM
 100 100 100 210 194 182 255 255 255 139 109 134 139 101 131 255 128 0 255 128 0 1.10 1.00 0.30 140 93 0 600.00 100.00 0.80 120 80 40 100 100 100 90 170 170 240 255 86 86 86 255 149 94 0 255 255 0
//7AM
 40 40 30 255 255 255 255 255 255 136 206 230 187 179 180 255 255 255 255 255 255 1.10 1.00 0.30 255 255 255 700.00 100.00 0.50 200 200 200 200 200 200 145 170 170 240 255 133 106 70 255 96 61 15 255 255 0
//Midday
 40 40 35 255 255 255 255 255 255 88 156 211 136 140 144 255 255 255 255 255 255 1.10 1.00 0.00 255 255 255 700.00 10.00 0.00 200 200 200 200 200 200 90 170 170 240 255 66 66 48 255 128 111 83 255 255 0
//7PM
 40 40 30 255 255 255 255 255 255 51 152 227 136 140 144 50 10 0 255 128 0 1.10 1.00 0.30 255 255 255 700.00 10.00 0.80 200 200 200 200 200 200 50 97 97 240 255 124 124 107 255 86 50 10 255 255 0
//8PM
 20 20 20 210 194 182 255 255 255 255 127 37 255 153 25 255 128 0 255 128 0 2.00 1.00 0.40 100 60 0 600.00 10.00 1.00 120 80 40 100 100 100 67 67 67 240 255 81 85 40 255 66 27 0 255 255 0
//10PM
 5 5 5 220 212 130 255 255 255 3 4 5 5 0 15 255 128 0 5 0 0 1.00 1.00 0.30 200 100 0 500.00 100.00 1.00 10 10 10 10 10 10 5 5 10 240 255 0 0 0 255 0 0 0 255 255 0
//
//////////// EXTRASUNNY_VEGAS
//Amb		Amb_Obj		Dir			Sky top		Sky bot		SunCore		SunCorona		SunSz		SprSz		SprBght	Shdw		LightShd	PoleShd	FarClp	FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1			Alpha2	RGB2			CloudAlpha
//Midnight
 5 5 5 220 212 130 255 255 255 5 6 9 5 0 17 255 128 0 5 0 0 1.00 1.00 0.30 200 100 0 500.00 100.00 1.00 30 20 0 3 3 3 5 5 10 240 255 0 0 0 255 0 0 0 0 0 0
//5AM
 5 5 5 194 194 142 255 255 255 5 6 9 5 0 17 255 128 0 255 128 0 0.00 1.00 0.20 150 100 0 500.00 100.00 1.00 35 9 10 27 30 36 5 5 10 240 255 0 0 0 255 0 0 0 0 0 0
//6AM
 100 100 100 210 194 182 255 255 255 209 135 207 200 144 85 255 128 0 255 128 0 1.10 1.00 0.30 140 93 0 600.00 100.00 0.80 100 34 25 120 92 88 90 170 170 240 255 86 86 86 255 149 94 0 0 0 0
//7AM
 40 40 30 255 255 255 255 255 255 150 180 216 164 164 164 255 255 255 255 255 255 1.10 1.00 0.30 255 255 255 700.00 100.00 0.50 120 40 40 159 142 106 145 170 170 240 255 133 106 70 255 96 61 15 0 0 0
//Midday
 40 40 35 255 255 255 255 255 255 160 190 220 188 188 188 255 255 255 255 255 255 1.10 1.00 0.00 255 255 255 700.00 10.00 0.00 44 34 23 145 164 183 90 170 170 240 255 66 66 48 255 128 111 83 0 0 0
//7PM
 40 40 30 255 255 255 255 255 255 151 167 174 162 162 162 50 10 0 255 128 0 1.10 1.00 0.30 255 255 255 700.00 10.00 0.80 120 40 40 200 123 96 50 97 97 240 255 124 124 107 255 86 50 10 0 0 0
//8PM
 20 20 20 210 194 182 255 255 255 113 91 103	213 160 106 255 128 0 255 128 0 2.00 1.00 0.40 100 60 0 600.00 10.00 1.00 120 40 40 72 107 159 67 67 67 240 255 81 85 40 255 66 27 0 0 0 0
//10PM
 5 5 5 220 212 130 255 255 255 7 0 15 5 0 17 255 128 0 5 0 0 1.00 1.00 0.30 200 100 0 500.00 100.00 1.00 30 20 0 3 3 3 5 5 10 240 255 0 0 0 255 0 0 0 0 0 0
//
//////////// CLOUDY_VEGAS
//Amb		Amb_Obj		Dir			Sky top		Sky bot		SunCore		SunCorona		SunSz		SprSz		SprBght	Shdw		LightShd	PoleShd	FarClp	FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1			Alpha2	RGB2			CloudAlpha
//Midnight
